,Unnamed: 0,State,DentalPlan,PlanID_2015,IssuerID_2015,MultistatePlan_2015,MetalLevel_2015,ChildAdultOnly_2015,FIPSCode,ZipCode,CrosswalkLevel,ReasonForCrosswalk,PlanID_2016,IssuerID_2016,MultistatePlan_2016,MetalLevel_2016,ChildAdultOnly_2016,AgeOffPlanID_2016,IssuerID_AgeOff2016,MultistatePlan_AgeOff2016,MetalLevel_AgeOff2016,ChildAdultOnly_AgeOff2016,PlanID_2014,IssuerID_2014,MultistatePlan_2014,MetalLevel_2014,ChildAdultOnly_2014,AgeOffPlanID_2015,IssuerID_AgeOff2015,MultistatePlan_AgeOff2015,MetalLevel_AgeOff2015,ChildAdultOnly_AgeOff2015
187739,37734,KS,N,18558KS0380001,18558,Y,Gold,0,20161,0,0,0,,,,,,,,,,,18558KS0380001,18558.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
197634,47629,MI,Y,00000XX0000000,0,X,X,X,26059,0,2,4,,,,,,,,,,,35700MI0020010,35700.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
226570,76565,OH,N,77552OH0010066,77552,N,Silver,0,39045,0,0,0,,,,,,,,,,,77552OH0010066,77552.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
4017,4017,NC,N,11512NC0120002,11512,N,Silver,0,37183,0,2,3,11512NC0100024,11512.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
230293,80288,OK,N,85408OK0010009,85408,N,Silver,0,40083,0,2,0,,,,,,,,,,,85408OK0010009,85408.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
138572,138572,MS,N,94237MS0020012,94237,N,Bronze,0,28059,0,1,6,90714MS0020005,90714.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
90662,90662,TX,Y,58609TX0010003,58609,N,High,0,48217,0,0,0,58609TX0010003,58609.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
194463,44458,MI,N,20393MI0040001,20393,N,Platinum,0,26143,0,0,0,,,,,,,,,,,20393MI0040001,20393.0,N,Platinum,2.0,00000XX0000000,0.0,X,X,X
194506,44501,MI,N,20393MI0040003,20393,N,Silver,0,26049,0,0,0,,,,,,,,,,,20393MI0040003,20393.0,N,Silver,2.0,00000XX0000000,0.0,X,X,X
84503,84503,IN,N,50816IN0200004,50816,N,Silver,0,18033,0,0,0,50816IN0200004,50816.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
34157,34157,AR,Y,26904AR0020004,26904,N,High,0,5015,0,0,0,26904AR0020004,26904.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
72739,72739,MO,N,44240MO0090002,44240,N,Silver,0,29005,0,0,0,44240MO0090002,44240.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
151682,1677,AL,Y,44580AL0380001,44580,N,Low,0,1027,0,0,0,,,,,,,,,,,44580AL0380001,44580.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
274197,124192,VA,N,95185VA0530005,95185,N,Silver,0,51013,0,0,0,,,,,,,,,,,95185VA0530005,95185.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
183312,33307,IN,N,35065IN0030012,35065,N,Bronze,0,18183,0,0,0,,,,,,,,,,,35065IN0030012,35065.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
162862,12857,FL,Y,59667FL0010001,59667,N,High,1,12093,0,0,0,,,,,,,,,,,59667FL0010001,59667.0,N,High,1.0,59667FL0010003,59667.0,,High,0
67764,67764,TX,N,40788TX0170003,40788,N,Bronze,0,48431,0,1,2,40788TX0170005,40788.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
32119,32119,NC,Y,25741NC0080001,25741,N,High,1,37189,0,0,0,25741NC0080001,25741.0,N,High,1,25741NC0060001,25741.0,N,High,0,,,,,,,,,,
196214,46209,MI,N,29698MI0540001,29698,N,Silver,2,26117,0,0,0,,,,,,,,,,,29698MI0540001,29698.0,N,Silver,2.0,00000XX0000000,0.0,X,X,X
113729,113729,AK,N,73836AK0760001,73836,N,Silver,0,2020,0,1,6,73836AK0750003,73836.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
50239,50239,TX,N,33602TX0420005,33602,N,Bronze,0,48243,0,2,6,33602TX0770083,33602.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
132492,132492,VA,N,88380VA0880006,88380,Y,Gold,0,51097,0,0,0,88380VA0880006,88380.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
267333,117328,UT,N,68781UT0020019,68781,N,Catastrophic,0,49043,0,0,0,,,,,,,,,,,68781UT0020019,68781.0,N,Catastrophic,0.0,68781UT0020010,68781.0,,Bronze,0
187660,37655,KS,N,18558KS0380001,18558,Y,Gold,0,20001,0,0,0,,,,,,,,,,,18558KS0380001,18558.0,Y,Gold,0.0,00000XX0000000,0.0,X,X,X
116023,116023,NM,N,75605NM0330005,75605,N,Bronze,0,35035,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
69106,69106,MI,N,41895MI0010002,41895,N,Gold,0,26065,0,1,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
257768,107763,TX,N,33602TX0460060,33602,N,Gold,0,48369,0,2,1,,,,,,,,,,,33602TX0460002,33602.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
275131,125126,VA,Y,97927VA0010003,97927,N,High,0,51063,0,0,0,,,,,,,,,,,97927VA0010003,97927.0,N,High,0.0,00000XX0000000,0.0,X,X,X
262358,112353,TX,Y,47665TX0020004,47665,N,High,0,48043,0,0,0,,,,,,,,,,,47665TX0020004,47665.0,N,High,0.0,00000XX0000000,0.0,X,X,X
235310,85305,PA,N,70194PA0140003,70194,N,Silver,0,42003,0,0,0,,,,,,,,,,,70194PA0140003,70194.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
121779,121779,MO,Y,82905MO0010001,82905,N,Low,0,29155,0,0,0,82905MO0010001,82905.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
199560,49555,MI,Y,35700MI0020004,35700,N,High,0,26093,0,2,2,,,,,,,,,,,35700MI0020033,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
260736,110731,TX,Y,40540TX0070001,40540,N,High,1,48209,0,0,0,,,,,,,,,,,40540TX0070001,40540.0,N,High,1.0,40540TX0060001,40540.0,,High,0
113205,113205,GA,Y,73231GA0080002,73231,N,Low,1,13265,0,0,0,73231GA0080002,73231.0,N,Low,1,73231GA0070002,73231.0,N,Low,0,,,,,,,,,,
93123,93123,SD,N,60536SD0020021,60536,N,Silver,0,46083,0,0,0,60536SD0020021,60536.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
129704,129704,OK,N,87571OK0320003,87571,N,Silver,0,40033,0,1,2,87571OK0320069,87571.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
8790,8790,TN,N,14002TN0340007,14002,N,Gold,0,47153,0,1,1,14002TN0330055,14002.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
276028,126023,VA,N,99663VA0140038,99663,N,Gold,0,51125,0,2,2,,,,,,,,,,,99663VA0140012,99663.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
34322,34322,AR,Y,26904AR0020006,26904,N,Low,0,5121,0,0,0,26904AR0020006,26904.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
83094,83094,SC,N,49532SC0380005,49532,N,Silver,0,45071,0,0,0,49532SC0380005,49532.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
175735,25730,IL,Y,18715IL0010001,18715,N,Low,1,17129,0,0,0,,,,,,,,,,,18715IL0010001,18715.0,N,Low,1.0,18715IL0010009,18715.0,,Low,0
131274,131274,VA,N,88380VA0720019,88380,N,Bronze,0,51530,0,3,3,88380VA0890010,88380.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
47000,47000,MT,N,32225MT0020004,32225,N,Bronze,0,30099,0,0,0,32225MT0020004,32225.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
7156,7156,TN,N,14002TN0330004,14002,N,Silver,0,47007,0,1,2,14002TN0330003,14002.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
187436,37431,KS,N,18558KS0360042,18558,N,Catastrophic,0,20173,0,1,2,,,,,,,,,,,18558KS0360039,18558.0,N,Catastrophic,0.0,18558KS0360036,18558.0,,Bronze,0
161668,11663,FL,N,35783FL1150002,35783,N,Bronze,0,12095,0,0,0,,,,,,,,,,,35783FL1150002,35783.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
26829,26829,PA,N,22444PA0010006,22444,N,Gold,0,42127,0,2,0,22444PA0010006,22444.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
175808,25803,IL,Y,00000XX0000000,0,X,X,X,17071,0,4,5,,,,,,,,,,,18715IL0010002,18715.0,N,High,1.0,18715IL0010004,18715.0,,High,0
151646,1641,AL,Y,12538AL0020006,12538,N,Low,0,1119,0,0,0,,,,,,,,,,,12538AL0020006,12538.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
166855,16850,GA,N,49046GA0410018,49046,N,Silver,0,13231,0,1,2,,,,,,,,,,,49046GA0410008,49046.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
265854,115849,TX,N,91716TX0080009,91716,N,Silver,0,48407,0,1,2,,,,,,,,,,,91716TX0080008,91716.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
121874,121874,MO,Y,82905MO0010001,82905,N,Low,0,29101,0,0,0,82905MO0010001,82905.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
200839,50834,MO,Y,29416MO0020004,29416,N,High,0,29179,0,2,2,,,,,,,,,,,29416MO0020001,29416.0,N,High,1.0,29416MO0020004,29416.0,,High,0
165194,15189,GA,Y,37001GA0540001,37001,N,Low,0,13317,0,0,0,,,,,,,,,,,37001GA0540001,37001.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
169652,19647,GA,Y,83502GA0020003,83502,N,High,0,13099,0,0,0,,,,,,,,,,,83502GA0020003,83502.0,N,High,0.0,00000XX0000000,0.0,X,X,X
104288,104288,LA,N,67243LA0090008,67243,N,Bronze,0,22037,0,0,0,67243LA0090008,67243.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
279915,129910,WI,N,87416WI0010020,87416,N,Gold,0,55133,0,0,0,,,,,,,,,,,87416WI0010020,87416.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
48556,48556,MO,Y,32753MO0860003,32753,N,Low,0,29027,0,0,0,32753MO0860003,32753.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
243022,93017,SD,N,62210SD1450002,62210,N,Silver,0,46041,0,1,6,,,,,,,,,,,62210SD1290010,62210.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
262873,112868,TX,Y,47665TX0020006,47665,N,Low,0,48057,0,0,0,,,,,,,,,,,47665TX0020006,47665.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
60737,60737,ND,N,37160ND2410008,37160,N,Gold,0,38063,0,1,2,37160ND2410005,37160.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
156782,6777,AZ,Y,77352AZ0020004,77352,N,High,0,4009,0,1,2,,,,,,,,,,,77352AZ0020001,77352.0,N,High,1.0,00000XX0000000,0.0,X,X,X
128350,128350,WI,N,87416WI0010021,87416,N,Silver,0,55075,0,0,0,87416WI0010021,87416.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
125516,125516,OK,N,85408OK0010010,85408,N,Silver,0,40003,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
234716,84711,PA,N,16322PA0040010,16322,N,Gold,0,42059,0,2,6,,,,,,,,,,,52899PA0030051,52899.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
151138,1133,AK,Y,74819AK0020003,74819,N,High,0,2020,0,0,0,,,,,,,,,,,74819AK0020003,74819.0,N,High,0.0,00000XX0000000,0.0,X,X,X
22802,22802,IL,N,20129IL0300013,20129,N,Gold,0,17109,0,0,0,20129IL0300013,20129.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
239492,89487,SD,Y,25868SD0010004,25868,N,High,0,46037,0,1,1,,,,,,,,,,,25868SD0010002,25868.0,N,High,1.0,25868SD0010004,25868.0,,High,0
10781,10781,MI,N,15560MI0350002,15560,N,Bronze,0,26073,0,0,0,15560MI0350002,15560.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
123882,123882,WI,N,84670WI1250001,84670,N,Platinum,0,55047,0,2,2,84670WI1250110,84670.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
13664,13664,OH,N,16204OH0070004,16204,N,Gold,0,39111,0,0,0,16204OH0070004,16204.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
125960,125960,OR,N,85804OR0260001,85804,N,Gold,0,41025,0,1,6,85804OR0530001,85804.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
153607,3602,AR,Y,00000XX0000000,0,X,X,X,5149,0,2,5,,,,,,,,,,,60559AR0010002,60559.0,N,High,1.0,00000XX0000000,0.0,X,X,X
273194,123189,VA,N,88380VA0720022,88380,N,Silver,0,51730,0,1,2,,,,,,,,,,,88380VA0720007,88380.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
273315,123310,VA,N,88380VA0720023,88380,N,Silver,0,51670,0,1,2,,,,,,,,,,,88380VA0720008,88380.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
163078,13073,FL,Y,59667FL0010004,59667,N,Low,0,12123,0,0,0,,,,,,,,,,,59667FL0010004,59667.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
41864,41864,MI,N,29698MI0540003,29698,N,Gold,0,26065,48933,3,4,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
228557,78552,OK,Y,40254OK0020004,40254,N,High,0,40067,0,2,2,,,,,,,,,,,40254OK0020001,40254.0,N,High,1.0,00000XX0000000,0.0,X,X,X
213047,63042,ND,N,37160ND2410004,37160,N,Silver,0,38067,0,0,0,,,,,,,,,,,37160ND2410004,37160.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
222380,72375,NM,N,57173NM0140002,57173,N,Bronze,0,35055,0,0,0,,,,,,,,,,,57173NM0140002,57173.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
133497,133497,OH,Y,89819OH0010001,89819,N,Low,0,39015,0,0,0,89819OH0010001,89819.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
199717,49712,MI,Y,35700MI0020004,35700,N,High,0,26075,0,2,2,,,,,,,,,,,35700MI0020035,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
226801,76796,OH,N,00000XX0000000,0,X,X,X,39093,0,4,4,,,,,,,,,,,92036OH0050008,92036.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
199553,49548,MI,Y,00000XX0000000,0,X,X,X,26079,0,2,4,,,,,,,,,,,35700MI0020033,35700.0,N,High,0.0,00000XX0000000,0.0,X,X,X
4542,4542,VA,N,12028VA0010022,12028,N,Gold,0,51510,0,1,6,12028VA0120022,12028.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
55845,55845,UT,N,34541UT0160001,34541,N,Gold,0,49057,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
278889,128884,WI,N,84670WI1250034,84670,N,Bronze,0,55127,0,2,0,,,,,,,,,,,84670WI1250034,84670.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
56365,56365,NV,Y,34962NV0010006,34962,N,Low,0,32031,0,0,0,34962NV0010006,34962.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
115803,115803,ND,Y,75329ND0020005,75329,N,Low,0,38089,0,0,0,75329ND0020005,75329.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
176288,26283,IL,N,20129IL0330020,20129,N,Catastrophic,0,17047,0,1,3,,,,,,,,,,,20129IL0290003,20129.0,N,Catastrophic,0.0,20129IL0290011,20129.0,,Bronze,0
233318,83313,PA,N,31609PA0070007,31609,N,Catastrophic,0,42101,0,0,0,,,,,,,,,,,31609PA0070007,31609.0,N,Catastrophic,0.0,31609PA0070010,31609.0,,Bronze,0
249389,99384,TX,Y,19312TX0010001,19312,N,Low,1,48465,0,0,0,,,,,,,,,,,19312TX0010001,19312.0,N,Low,1.0,19312TX0010003,19312.0,,Low,0
124042,124042,WI,N,84670WI1250020,84670,N,Silver,0,55135,0,2,1,84670WI1250015,84670.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
277678,127673,WI,N,79475WI0340015,79475,N,Bronze,0,55085,0,2,2,,,,,,,,,,,79475WI0340001,79475.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
46789,46789,MT,N,32225MT0010004,32225,N,Bronze,0,30037,0,0,0,32225MT0010004,32225.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
211049,61044,NC,N,11512NC0100036,11512,N,Silver,0,37019,0,0,0,,,,,,,,,,,11512NC0100036,11512.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
113188,113188,GA,Y,73231GA0080002,73231,N,Low,1,13231,0,0,0,73231GA0080002,73231.0,N,Low,1,73231GA0070002,73231.0,N,Low,0,,,,,,,,,,
23623,23623,IL,N,20129IL0330020,20129,N,Catastrophic,0,17159,0,0,0,20129IL0330020,20129.0,N,Catastrophic,0,20129IL0330015,20129.0,N,Silver,0,,,,,,,,,,
21340,21340,TX,Y,19312TX0010003,19312,N,Low,0,48117,0,2,4,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
274119,124114,VA,N,95185VA0530001,95185,N,Gold,0,51047,0,0,0,,,,,,,,,,,95185VA0530001,95185.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
72569,72569,GA,N,43802GA0040010,43802,N,Catastrophic,0,13143,0,0,0,43802GA0040010,43802.0,N,Catastrophic,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
191609,41604,LA,Y,78461LA0020003,78461,N,High,0,22037,0,0,0,,,,,,,,,,,78461LA0020003,78461.0,N,High,0.0,00000XX0000000,0.0,X,X,X
108423,108423,GA,Y,68806GA0010004,68806,N,Low,1,13061,0,0,0,68806GA0010004,68806.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
69864,69864,MI,N,41895MI0030002,41895,N,Silver,0,26065,0,2,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
155972,5967,AZ,N,51485AZ0170004,51485,N,Gold,0,4017,0,0,0,,,,,,,,,,,51485AZ0170004,51485.0,N,Gold,0.0,00000XX0000000,0.0,X,X,X
37613,37613,AR,Y,28348AR0100001,28348,N,Low,0,5093,0,0,0,28348AR0100001,28348.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
238688,88683,SC,N,65122SC0010007,65122,N,Bronze,0,45031,0,0,0,,,,,,,,,,,65122SC0010007,65122.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
65536,65536,WI,N,39924WI0030005,39924,N,Silver,0,55097,0,0,0,39924WI0030005,39924.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
182409,32404,IN,N,17575IN0760002,17575,N,Bronze,0,18001,0,1,2,,,,,,,,,,,17575IN0760001,17575.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
82946,82946,SC,N,49532SC0380002,49532,N,Bronze,0,45019,0,1,2,49532SC0380022,49532.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
106416,106416,OR,Y,68420OR0010001,68420,N,Low,1,41045,0,1,2,68420OR0010006,68420.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
82603,82603,MS,Y,49374MS0010001,49374,N,Low,1,28085,0,1,2,49374MS0010006,49374.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
78332,78332,TX,Y,47665TX0020005,47665,N,Low,0,48419,0,0,0,47665TX0020005,47665.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
32461,32461,SC,N,26065SC0380003,26065,N,Silver,0,45091,0,0,0,26065SC0380003,26065.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
46517,46517,WV,N,31274WV0470001,31274,N,Gold,0,54023,0,0,0,31274WV0470001,31274.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
174888,24883,IA,N,00000XX0000000,0,X,X,X,19065,0,4,5,,,,,,,,,,,71268IA0060008,71268.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
231649,81644,OK,N,87571OK0320004,87571,N,Silver,0,40055,0,2,0,,,,,,,,,,,87571OK0320004,87571.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
222056,72051,NM,Y,26075NM0020006,26075,N,Low,0,35035,0,3,0,,,,,,,,,,,26075NM0020006,26075.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
95509,95509,IN,N,62033IN0010001,62033,N,Bronze,0,18145,0,0,0,62033IN0010001,62033.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
274284,124279,VA,N,95185VA0530009,95185,N,Catastrophic,0,51107,0,0,0,,,,,,,,,,,95185VA0530009,95185.0,N,Catastrophic,0.0,95185VA0530008,95185.0,,Bronze,0
198059,48054,MI,Y,00000XX0000000,0,X,X,X,26079,0,2,4,,,,,,,,,,,35700MI0020015,35700.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
214642,64637,ND,Y,75329ND0020005,75329,N,Low,0,38099,0,0,0,,,,,,,,,,,75329ND0020005,75329.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
73586,73586,PA,N,45127PA0020012,45127,N,Silver,0,42119,0,1,1,45127PA0020011,45127.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
1198,1198,WY,N,11269WY0070001,11269,N,Gold,0,56043,0,0,0,11269WY0070001,11269.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
66204,66204,OK,Y,40254OK0020004,40254,N,High,0,40037,0,0,0,40254OK0020004,40254.0,N,High,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
56458,56458,NV,N,34996NV0030004,34996,N,Platinum,0,32003,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
207073,57068,MS,N,94237MS0030014,94237,N,Silver,0,28061,0,0,0,,,,,,,,,,,94237MS0030014,94237.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
182774,32769,IN,Y,17575IN0860003,17575,N,Low,0,18179,0,1,1,,,,,,,,,,,17575IN0860001,17575.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
85903,85903,AZ,N,53901AZ0530003,53901,N,Silver,0,4015,0,2,6,53901AZ1340001,53901.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
10059,10059,OH,N,14650OH0230028,14650,N,Gold,0,39175,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
84160,84160,NE,Y,50022NE0020005,50022,N,Low,0,31075,0,2,4,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
188626,38621,KS,Y,63790KS0020006,63790,N,Low,0,20013,0,3,2,,,,,,,,,,,63790KS0020002,63790.0,N,Low,1.0,63790KS0020006,63790.0,,Low,0
118275,118275,WI,N,79475WI0340016,79475,N,Bronze,0,55083,0,2,0,79475WI0340016,79475.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
243878,93873,TN,N,14002TN0320001,14002,N,Bronze,0,47083,0,0,0,,,,,,,,,,,14002TN0320001,14002.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
85951,85951,AZ,N,53901AZ0540003,53901,N,Silver,0,4023,0,2,6,53901AZ1340001,53901.0,N,Silver,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
139483,139483,NC,Y,94482NC0020005,94482,N,Low,0,37063,0,0,0,94482NC0020005,94482.0,N,Low,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
71467,71467,GA,N,43802GA0040003,43802,N,Gold,0,13209,0,0,0,43802GA0040003,43802.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
113504,113504,ND,N,73751ND0080013,73751,N,Catastrophic,0,38017,0,0,0,73751ND0080013,73751.0,N,Catastrophic,0,73751ND0080011,73751.0,N,Bronze,0,,,,,,,,,,
281827,131822,WV,Y,76526WV0010006,76526,N,Low,0,54033,0,0,0,,,,,,,,,,,76526WV0010006,76526.0,N,Low,0.0,00000XX0000000,0.0,X,X,X
279771,129766,WI,N,87416WI0010012,87416,N,Silver,0,55071,0,0,0,,,,,,,,,,,87416WI0010012,87416.0,N,Silver,0.0,00000XX0000000,0.0,X,X,X
226416,76411,OH,N,66083OH0610002,66083,N,Bronze,0,39165,0,0,0,,,,,,,,,,,66083OH0610002,66083.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
148638,148638,OH,N,99969OH0040004,99969,N,Gold,1,39079,0,2,2,99969OH0040002,99969.0,N,Gold,1,99969OH0040001,99969.0,N,Gold,2,,,,,,,,,,
187163,37158,KS,N,18558KS0360036,18558,N,Bronze,0,20037,0,0,0,,,,,,,,,,,18558KS0360036,18558.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
156825,6820,AZ,Y,77352AZ0020004,77352,N,High,0,4005,0,0,0,,,,,,,,,,,77352AZ0020004,77352.0,N,High,0.0,00000XX0000000,0.0,X,X,X
70563,70563,NE,N,43198NE0200005,43198,N,Catastrophic,0,31117,0,4,5,00000XX0000000,0.0,X,X,X,00000XX0000000,0.0,X,X,X,,,,,,,,,,
2534,2534,NC,N,11512NC0060018,11512,N,Gold,0,37165,0,2,0,11512NC0060018,11512.0,N,Gold,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
201881,51876,MO,N,32753MO0770018,32753,N,Bronze,0,29201,0,1,2,,,,,,,,,,,32753MO0770004,32753.0,N,Bronze,0.0,00000XX0000000,0.0,X,X,X
46735,46735,MT,N,32225MT0010003,32225,N,Bronze,0,30111,0,0,0,32225MT0010003,32225.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
106211,106211,FL,N,68398FL0030008,68398,N,Bronze,0,12017,0,0,0,68398FL0030008,68398.0,N,Bronze,0,00000XX0000000,0.0,X,X,X,,,,,,,,,,
80258,80258,MS,N,48963MS0500013,48963,N,Catastrophic,0,28051,0,0,0,48963MS0500013,48963.0,N,Catastrophic,0,48963MS0500014,48963.0,N,Bronze,0,,,,,,,,,,
247831,97826,TN,Y,24601TN0020004,24601,N,High,0,47131,0,0,0,,,,,,,,,,,24601TN0020004,24601.0,N,High,0.0,00000XX0000000,0.0,X,X,X
181137,31132,IL,N,96601IL0170004,96601,N,Bronze,0,17115,0,1,2,,,,,,,,,,,96601IL0170005,96601.0,N,Catastrophic,0.0,00000XX0000000,0.0,X,X,X
